"","name","area","overlap","abbrev_state","perc"
"1096","Marituba-PA",0.01,0,"PA",0
"1097","Medicilândia-PA",0.83,0,"PA",0
"1098","Melgaço-PA",0.68,0,"PA",0
"1099","Mocajuba-PA",0.09,0,"PA",0
"1100","Moju-PA",0.91,0,"PA",0
"1101","Monte Alegre-PA",1.82,0,"PA",0
"1102","Muaná-PA",0.38,0,"PA",0
"1103","Nova Esperança Do Piriá-PA",0.28,0,"PA",0
"1104","Nova Ipixuna-PA",0.16,0,"PA",0
"1105","Nova Timboteua-PA",0.05,0,"PA",0
"1106","Novo Progresso-PA",3.83,0,"PA",0
"1107","Novo Repartimento-PA",1.55,0,"PA",0
"1108","Óbidos-PA",2.82,0,"PA",0
"1109","Oeiras Do Pará-PA",0.39,0,"PA",0
"1110","Oriximiná-PA",10.81,0,"PA",0
"1111","Ourém-PA",0.06,0,"PA",0
"1112","Ourilândia Do Norte-PA",1.45,0,"PA",0
"1113","Pacajá-PA",1.19,0,"PA",0
"1114","Palestina Do Pará-PA",0.1,0,"PA",0
"1115","Paragominas-PA",1.94,0,"PA",0
"1116","Parauapebas-PA",0.69,0,"PA",0
"1117","Peixe-Boi-PA",0.05,0,"PA",0
"1118","Piçarra-PA",0.33,0,"PA",0
"1119","Placas-PA",0.72,0,"PA",0
"1120","Ponta De Pedras-PA",0.34,0,"PA",0
"1121","Portel-PA",2.55,0,"PA",0
"1122","Porto De Moz-PA",1.75,0,"PA",0
"1123","Prainha-PA",1.49,0,"PA",0
"1124","Primavera-PA",0.03,0,"PA",0
"1125","Quatipuru-PA",0.03,0,"PA",0
"1126","Rondon Do Pará-PA",0.83,0,"PA",0
"1127","Rurópolis-PA",0.71,0,"PA",0
"1128","Salinópolis-PA",0.02,0,"PA",0
"1129","Salvaterra-PA",0.1,0,"PA",0
"1130","Santa Bárbara Do Pará-PA",0.03,0,"PA",0
"1131","Santa Cruz Do Arari-PA",0.11,0,"PA",0
"1132","Santa Isabel Do Pará-PA",0.07,0,"PA",0
"1133","Santa Luzia Do Pará-PA",0.14,0,"PA",0
"1134","Santa Maria Do Pará-PA",0.05,0,"PA",0
"1135","Santarém-PA",2.3,0,"PA",0
"1136","Santarém Novo-PA",0.02,0,"PA",0
"1137","Santo Antônio Do Tauá-PA",0.05,0,"PA",0
"1138","São Caetano De Odivelas-PA",0.07,0,"PA",0
"1139","São Domingos Do Araguaia-PA",0.14,0,"PA",0
"1140","São Domingos Do Capim-PA",0.17,0,"PA",0
"1141","São Félix Do Xingu-PA",8.46,0,"PA",0
"1142","São Francisco Do Pará-PA",0.05,0,"PA",0
"1143","São Geraldo Do Araguaia-PA",0.32,0,"PA",0
"1144","São João Da Ponta-PA",0.02,0,"PA",0
"1145","São João De Pirabas-PA",0.07,0,"PA",0
"1146","São João Do Araguaia-PA",0.13,0,"PA",0
"1147","São Miguel Do Guamá-PA",0.11,0,"PA",0
"1148","São Sebastião Da Boa Vista-PA",0.16,0,"PA",0
"1149","Sapucaia-PA",0.13,0,"PA",0
"1150","Senador José Porfírio-PA",1.45,0,"PA",0
"1151","Soure-PA",0.35,0,"PA",0
"1152","Tailândia-PA",0.45,0,"PA",0
"1153","Terra Alta-PA",0.02,0,"PA",0
"1154","Terra Santa-PA",0.19,0,"PA",0
"1155","Tomé-Açu-PA",0.52,0,"PA",0
"1156","Tracuateua-PA",0.09,0,"PA",0
"1157","Trairão-PA",1.2,0,"PA",0
"1158","Tucumã-PA",0.25,0,"PA",0
"1159","Tucuruí-PA",0.21,0,"PA",0
"1160","Ulianópolis-PA",0.51,0,"PA",0
"1161","Uruará-PA",1.08,0,"PA",0
"1162","Vigia-PA",0.05,0,"PA",0
"1163","Viseu-PA",0.49,0,"PA",0
"1164","Vitória Do Xingu-PA",0.31,0,"PA",0
"1165","Xinguara-PA",0.38,0,"PA",0
"1166","Serra Do Navio-AP",0.78,0,"AP",0
"1167","Amapá-AP",0.92,0,"AP",0
"1168","Pedra Branca Do Amapari-AP",0.95,0,"AP",0
"1169","Calçoene-AP",1.43,0,"AP",0
"1170","Cutias-AP",0.21,0,"AP",0
"1171","Ferreira Gomes-AP",0.51,0,"AP",0
"1172","Itaubal-AP",0.17,0,"AP",0
"1173","Laranjal Do Jari-AP",3.11,0,"AP",0
"1174","Macapá-AP",0.64,0,"AP",0
"1175","Mazagão-AP",1.32,0,"AP",0
"1176","Oiapoque-AP",2.27,0,"AP",0
"1177","Porto Grande-AP",0.44,0,"AP",0
"1178","Pracuúba-AP",0.5,0,"AP",0
"1179","Santana-AP",0.16,0,"AP",0
"1180","Tartarugalzinho-AP",0.67,0,"AP",0
"1181","Vitória Do Jari-AP",0.25,0,"AP",0
"1182","Abreulândia-TO",0.19,0,"TO",0
"1183","Aguiarnópolis-TO",0.02,0,"TO",0
"1184","Aliança Do Tocantins-TO",0.16,0,"TO",0
"1185","Almas-TO",0.4,0,"TO",0
"1186","Alvorada-TO",0.12,0,"TO",0
"1187","Ananás-TO",0.16,0,"TO",0
"1188","Angico-TO",0.05,0,"TO",0
"1189","Aparecida Do Rio Negro-TO",0.12,0,"TO",0
"1190","Araguacema-TO",0.28,0,"TO",0
"1191","Araguaçu-TO",0.52,0,"TO",0
"1192","Arapoema-TO",0.16,0,"TO",0
"1193","Arraias-TO",0.58,0,"TO",0
"1194","Aurora Do Tocantins-TO",0.08,0,"TO",0
"1195","Axixá Do Tocantins-TO",0.02,0,"TO",0
"1196","Babaçulândia-TO",0.18,0,"TO",0
"1197","Barra Do Ouro-TO",0.11,0,"TO",0
"1198","Barrolândia-TO",0.07,0,"TO",0
"1199","Bernardo Sayão-TO",0.09,0,"TO",0
"1200","Bom Jesus Do Tocantins-TO",0.13,0,"TO",0
"1201","Brasilândia Do Tocantins-TO",0.06,0,"TO",0
"1202","Brejinho De Nazaré-TO",0.17,0,"TO",0
"1203","Cachoeirinha-TO",0.04,0,"TO",0
"1204","Campos Lindos-TO",0.33,0,"TO",0
"1205","Cariri Do Tocantins-TO",0.11,0,"TO",0
"1206","Caseara-TO",0.17,0,"TO",0
"1207","Centenário-TO",0.2,0,"TO",0
"1208","Chapada De Areia-TO",0.07,0,"TO",0
"1209","Chapada Da Natividade-TO",0.17,0,"TO",0
"1210","Combinado-TO",0.02,0,"TO",0
"1211","Conceição Do Tocantins-TO",0.25,0,"TO",0
"1212","Cristalândia-TO",0.19,0,"TO",0
"1213","Crixás Do Tocantins-TO",0.1,0,"TO",0
"1214","Darcinópolis-TO",0.16,0,"TO",0
"1215","Dianópolis-TO",0.32,0,"TO",0
"1216","Divinópolis Do Tocantins-TO",0.24,0,"TO",0
"1217","Dois Irmãos Do Tocantins-TO",0.38,0,"TO",0
"1218","Dueré-TO",0.34,0,"TO",0
"1219","Esperantina-TO",0.05,0,"TO",0
"1220","Fátima-TO",0.04,0,"TO",0
"1221","Figueirópolis-TO",0.19,0,"TO",0
"1222","Filadélfia-TO",0.2,0,"TO",0
"1223","Formoso Do Araguaia-TO",1.35,0,"TO",0
"1224","Goiatins-TO",0.64,0,"TO",0
"1225","Gurupi-TO",0.18,0,"TO",0
"1226","Ipueiras-TO",0.08,0,"TO",0
"1227","Itacajá-TO",0.31,0,"TO",0
"1228","Itaguatins-TO",0.07,0,"TO",0
"1229","Itapiratins-TO",0.12,0,"TO",0
"1230","Itaporã Do Tocantins-TO",0.1,0,"TO",0
"1231","Jaú Do Tocantins-TO",0.22,0,"TO",0
"1232","Lagoa Da Confusão-TO",1.06,0,"TO",0
"1233","Lagoa Do Tocantins-TO",0.09,0,"TO",0
"1234","Lajeado-TO",0.03,0,"TO",0
"1235","Lavandeira-TO",0.05,0,"TO",0
"1236","Lizarda-TO",0.57,0,"TO",0
"1237","Luzinópolis-TO",0.03,0,"TO",0
"1238","Marianópolis Do Tocantins-TO",0.21,0,"TO",0
"1239","Mateiros-TO",0.97,0,"TO",0
"1240","Maurilândia Do Tocantins-TO",0.07,0,"TO",0
"1241","Miracema Do Tocantins-TO",0.27,0,"TO",0
"1242","Miranorte-TO",0.1,0,"TO",0
"1243","Monte Do Carmo-TO",0.36,0,"TO",0
"1244","Monte Santo Do Tocantins-TO",0.11,0,"TO",0
"1245","Palmeiras Do Tocantins-TO",0.08,0,"TO",0
"1246","Natividade-TO",0.33,0,"TO",0
"1247","Nazaré-TO",0.04,0,"TO",0
"1248","Nova Rosalândia-TO",0.05,0,"TO",0
"1249","Novo Acordo-TO",0.27,0,"TO",0
"1250","Novo Alegre-TO",0.02,0,"TO",0
"1251","Novo Jardim-TO",0.13,0,"TO",0
"1252","Oliveira De Fátima-TO",0.02,0,"TO",0
"1253","Palmeirante-TO",0.27,0,"TO",0
"1254","Palmeirópolis-TO",0.17,0,"TO",0
"1255","Paraíso Do Tocantins-TO",0.13,0,"TO",0
"1256","Paranã-TO",1.13,0,"TO",0
"1257","Pau D'arco-TO",0.14,0,"TO",0
"1258","Pedro Afonso-TO",0.2,0,"TO",0
"1259","Peixe-TO",0.53,0,"TO",0
"1260","Pequizeiro-TO",0.12,0,"TO",0
"1261","Pindorama Do Tocantins-TO",0.16,0,"TO",0
"1262","Pium-TO",1.01,0,"TO",0
"1263","Ponte Alta Do Bom Jesus-TO",0.18,0,"TO",0
"1264","Ponte Alta Do Tocantins-TO",0.65,0,"TO",0
"1265","Porto Alegre Do Tocantins-TO",0.05,0,"TO",0
"1266","Porto Nacional-TO",0.45,0,"TO",0
"1267","Praia Norte-TO",0.03,0,"TO",0
"1268","Presidente Kennedy-TO",0.08,0,"TO",0
"1269","Pugmil-TO",0.04,0,"TO",0
"1270","Recursolândia-TO",0.22,0,"TO",0
"1271","Riachinho-TO",0.05,0,"TO",0
"1272","Rio Da Conceição-TO",0.08,0,"TO",0
"1273","Rio Dos Bois-TO",0.08,0,"TO",0
"1274","Rio Sono-TO",0.64,0,"TO",0
"1275","Sandolândia-TO",0.35,0,"TO",0
"1276","Santa Fé Do Araguaia-TO",0.17,0,"TO",0
"1277","Santa Maria Do Tocantins-TO",0.14,0,"TO",0
"1278","Santa Rita Do Tocantins-TO",0.33,0,"TO",0
"1279","Santa Rosa Do Tocantins-TO",0.18,0,"TO",0
"1280","Santa Tereza Do Tocantins-TO",0.05,0,"TO",0
"1281","Santa Terezinha Do Tocantins-TO",0.03,0,"TO",0
"1282","São Félix Do Tocantins-TO",0.19,0,"TO",0
"1283","São Miguel Do Tocantins-TO",0.04,0,"TO",0
"1284","São Salvador Do Tocantins-TO",0.14,0,"TO",0
"1285","São Sebastião Do Tocantins-TO",0.03,0,"TO",0
"1286","São Valério-TO",0.25,0,"TO",0
"1287","Silvanópolis-TO",0.13,0,"TO",0
"1288","Sítio Novo Do Tocantins-TO",0.03,0,"TO",0
"1289","Sucupira-TO",0.1,0,"TO",0
"1290","Taguatinga-TO",0.24,0,"TO",0
"1291","Taipas Do Tocantins-TO",0.11,0,"TO",0
"1292","Talismã-TO",0.22,0,"TO",0
"1293","Palmas-TO",0.22,0,"TO",0
"1294","Tocantínia-TO",0.26,0,"TO",0
"1295","Tocantinópolis-TO",0.11,0,"TO",0
"1296","Tupirama-TO",0.07,0,"TO",0
"1297","Tupiratins-TO",0.09,0,"TO",0
"1298","Xambioá-TO",0.12,0,"TO",0
"1299","Açailândia-MA",0.58,0,"MA",0
"1300","Afonso Cunha-MA",0.04,0,"MA",0
"1301","Água Doce Do Maranhão-MA",0.04,0,"MA",0
"1302","Alcântara-MA",0.15,0,"MA",0
"1303","Aldeias Altas-MA",0.19,0,"MA",0
"1304","Altamira Do Maranhão-MA",0.07,0,"MA",0
"1305","Alto Alegre Do Maranhão-MA",0.04,0,"MA",0
"1306","Alto Alegre Do Pindaré-MA",0.19,0,"MA",0
"1307","Alto Parnaíba-MA",1.12,0,"MA",0
"1308","Amapá Do Maranhão-MA",0.05,0,"MA",0
"1309","Anajatuba-MA",0.1,0,"MA",0
"1310","Anapurus-MA",0.06,0,"MA",0
"1311","Apicum-Açu-MA",0.04,0,"MA",0
"1312","Araguanã-MA",0.08,0,"MA",0
"1313","Arari-MA",0.11,0,"MA",0
"1314","Axixá-MA",0.02,0,"MA",0
"1315","Bacabal-MA",0.17,0,"MA",0
"1316","Bacabeira-MA",0.06,0,"MA",0
"1317","Bacuri-MA",0.08,0,"MA",0
"1318","Bacurituba-MA",0.07,0,"MA",0
"1319","Balsas-MA",1.32,0,"MA",0
"1320","Barra Do Corda-MA",0.52,0,"MA",0
"1321","Barreirinhas-MA",0.31,0,"MA",0
"1322","Belágua-MA",0.05,0,"MA",0
"1323","Bela Vista Do Maranhão-MA",0.03,0,"MA",0
"1324","Benedito Leite-MA",0.18,0,"MA",0
"1325","Bequimão-MA",0.08,0,"MA",0
"1326","Bernardo Do Mearim-MA",0.03,0,"MA",0
"1327","Boa Vista Do Gurupi-MA",0.04,0,"MA",0
"1328","Bom Jardim-MA",0.66,0,"MA",0
"1329","Bom Jesus Das Selvas-MA",0.27,0,"MA",0
"1330","Bom Lugar-MA",0.04,0,"MA",0
"1331","Brejo-MA",0.11,0,"MA",0
"1332","Brejo De Areia-MA",0.04,0,"MA",0
"1333","Buriti Bravo-MA",0.16,0,"MA",0
"1334","Buriticupu-MA",0.26,0,"MA",0
"1335","Cajapió-MA",0.09,0,"MA",0
"1336","Cajari-MA",0.07,0,"MA",0
"1337","Campestre Do Maranhão-MA",0.06,0,"MA",0
"1338","Cândido Mendes-MA",0.16,0,"MA",0
"1339","Cantanhede-MA",0.08,0,"MA",0
"1340","Capinzal Do Norte-MA",0.06,0,"MA",0
"1341","Carolina-MA",0.65,0,"MA",0
"1342","Carutapera-MA",0.12,0,"MA",0
"1343","Caxias-MA",0.52,0,"MA",0
"1344","Cedral-MA",0.03,0,"MA",0
"1345","Central Do Maranhão-MA",0.03,0,"MA",0
"1346","Centro Do Guilherme-MA",0.11,0,"MA",0
"1347","Centro Novo Do Maranhão-MA",0.83,0,"MA",0
"1348","Chapadinha-MA",0.33,0,"MA",0
"1349","Cidelândia-MA",0.15,0,"MA",0
"1350","Codó-MA",0.44,0,"MA",0
"1351","Coelho Neto-MA",0.1,0,"MA",0
"1352","Colinas-MA",0.2,0,"MA",0
"1353","Conceição Do Lago-Açu-MA",0.07,0,"MA",0
"1354","Coroatá-MA",0.23,0,"MA",0
"1355","Cururupu-MA",0.12,0,"MA",0
"1356","Davinópolis-MA",0.03,0,"MA",0
"1357","Dom Pedro-MA",0.04,0,"MA",0
"1358","Duque Bacelar-MA",0.03,0,"MA",0
"1359","Esperantinópolis-MA",0.05,0,"MA",0
"1360","Estreito-MA",0.27,0,"MA",0
"1361","Feira Nova Do Maranhão-MA",0.15,0,"MA",0
"1362","Fernando Falcão-MA",0.51,0,"MA",0
"1363","Formosa Da Serra Negra-MA",0.4,0,"MA",0
"1364","Fortaleza Dos Nogueiras-MA",0.17,0,"MA",0
"1365","Fortuna-MA",0.07,0,"MA",0
"1366","Godofredo Viana-MA",0.07,0,"MA",0
"1367","Gonçalves Dias-MA",0.09,0,"MA",0
"1368","Governador Archer-MA",0.04,0,"MA",0
"1369","Governador Edison Lobão-MA",0.06,0,"MA",0
"1370","Governador Eugênio Barros-MA",0.08,0,"MA",0
"1371","Governador Luiz Rocha-MA",0.04,0,"MA",0
"1372","Governador Newton Bello-MA",0.12,0,"MA",0
"1373","Governador Nunes Freire-MA",0.1,0,"MA",0
"1374","Graça Aranha-MA",0.03,0,"MA",0
"1375","Guimarães-MA",0.06,0,"MA",0
"1376","Igarapé Do Meio-MA",0.04,0,"MA",0
"1377","Igarapé Grande-MA",0.04,0,"MA",0
"1378","Itinga Do Maranhão-MA",0.36,0,"MA",0
"1379","Jatobá-MA",0.06,0,"MA",0
"1380","Jenipapo Dos Vieiras-MA",0.2,0,"MA",0
"1381","João Lisboa-MA",0.06,0,"MA",0
"1382","Joselândia-MA",0.07,0,"MA",0
"1383","Junco Do Maranhão-MA",0.06,0,"MA",0
"1384","Lago Verde-MA",0.06,0,"MA",0
"1385","Lago Dos Rodrigues-MA",0.02,0,"MA",0
"1386","Lagoa Grande Do Maranhão-MA",0.07,0,"MA",0
"1387","Lajeado Novo-MA",0.11,0,"MA",0
"1388","Lima Campos-MA",0.03,0,"MA",0
"1389","Loreto-MA",0.36,0,"MA",0
"1390","Luís Domingues-MA",0.05,0,"MA",0
"1391","Maracaçumé-MA",0.06,0,"MA",0
"1392","Maranhãozinho-MA",0.1,0,"MA",0
"1393","Mata Roma-MA",0.06,0,"MA",0
"1394","Matinha-MA",0.04,0,"MA",0
"1395","Matões Do Norte-MA",0.08,0,"MA",0
"1396","Milagres Do Maranhão-MA",0.06,0,"MA",0
"1397","Mirador-MA",0.85,0,"MA",0
"1398","Miranda Do Norte-MA",0.03,0,"MA",0
"1399","Mirinzal-MA",0.07,0,"MA",0
"1400","Monção-MA",0.13,0,"MA",0
"1401","Montes Altos-MA",0.15,0,"MA",0
"1402","Nina Rodrigues-MA",0.06,0,"MA",0
"1403","Nova Colinas-MA",0.07,0,"MA",0
"1404","Nova Iorque-MA",0.1,0,"MA",0
"1405","Nova Olinda Do Maranhão-MA",0.25,0,"MA",0
"1406","Olho D'água Das Cunhãs-MA",0.07,0,"MA",0
"1407","Olinda Nova Do Maranhão-MA",0.02,0,"MA",0
"1408","Paço Do Lumiar-MA",0.01,0,"MA",0
"1409","Palmeirândia-MA",0.05,0,"MA",0
"1410","Paraibano-MA",0.05,0,"MA",0
"1411","Passagem Franca-MA",0.14,0,"MA",0
"1412","Pastos Bons-MA",0.16,0,"MA",0
"1413","Paulino Neves-MA",0.1,0,"MA",0
"1414","Pedreiras-MA",0.03,0,"MA",0
"1415","Pedro Do Rosário-MA",0.18,0,"MA",0
"1416","Penalva-MA",0.07,0,"MA",0
"1417","Peri Mirim-MA",0.04,0,"MA",0
"1418","Peritoró-MA",0.08,0,"MA",0
"1419","Pindaré-Mirim-MA",0.03,0,"MA",0
"1420","Pinheiro-MA",0.15,0,"MA",0
"1421","Pio Xii-MA",0.05,0,"MA",0
"1422","Pirapemas-MA",0.07,0,"MA",0
"1423","Poção De Pedras-MA",0.1,0,"MA",0
"1424","Porto Franco-MA",0.14,0,"MA",0
"1425","Porto Rico Do Maranhão-MA",0.02,0,"MA",0
"1426","Presidente Dutra-MA",0.08,0,"MA",0
"1427","Presidente Juscelino-MA",0.04,0,"MA",0
"1428","Presidente Médici-MA",0.04,0,"MA",0
"1429","Presidente Sarney-MA",0.07,0,"MA",0
"1430","Presidente Vargas-MA",0.05,0,"MA",0
"1431","Raposa-MA",0.01,0,"MA",0
"1432","Riachão-MA",0.64,0,"MA",0
"1433","Ribamar Fiquene-MA",0.08,0,"MA",0
"1434","Rosário-MA",0.07,0,"MA",0
"1435","Sambaíba-MA",0.25,0,"MA",0
"1436","Santa Filomena Do Maranhão-MA",0.06,0,"MA",0
"1437","Santa Helena-MA",0.23,0,"MA",0
"1438","Santa Inês-MA",0.04,0,"MA",0
"1439","Santa Luzia Do Paruá-MA",0.09,0,"MA",0
"1440","Santa Quitéria Do Maranhão-MA",0.19,0,"MA",0
"1441","Santa Rita-MA",0.07,0,"MA",0
"1442","Santana Do Maranhão-MA",0.09,0,"MA",0
"1443","Santo Antônio Dos Lopes-MA",0.08,0,"MA",0
"1444","São Benedito Do Rio Preto-MA",0.09,0,"MA",0
"1445","São Bento-MA",0.05,0,"MA",0
"1446","São Domingos Do Azeitão-MA",0.1,0,"MA",0
"1447","São Domingos Do Maranhão-MA",0.12,0,"MA",0
"1448","São Félix De Balsas-MA",0.2,0,"MA",0
"1449","São Francisco Do Brejão-MA",0.07,0,"MA",0
"1450","São João Batista-MA",0.07,0,"MA",0
"1451","São João Do Carú-MA",0.06,0,"MA",0
"1452","São João Do Paraíso-MA",0.21,0,"MA",0
"1453","São João Do Soter-MA",0.14,0,"MA",0
"1454","São João Dos Patos-MA",0.15,0,"MA",0
"1455","São José De Ribamar-MA",0.04,0,"MA",0
"1456","São José Dos Basílios-MA",0.04,0,"MA",0
"1457","São Luís-MA",0.08,0,"MA",0
"1458","São Luís Gonzaga Do Maranhão-MA",0.1,0,"MA",0
"1459","São Pedro Da Água Branca-MA",0.07,0,"MA",0
"1460","São Pedro Dos Crentes-MA",0.1,0,"MA",0
"1461","São Raimundo Das Mangabeiras-MA",0.35,0,"MA",0
"1462","São Raimundo Do Doca Bezerra-MA",0.04,0,"MA",0
"1463","São Roberto-MA",0.02,0,"MA",0
"1464","São Vicente Ferrer-MA",0.04,0,"MA",0
"1465","Satubinha-MA",0.04,0,"MA",0
"1466","Senador Alexandre Costa-MA",0.04,0,"MA",0
"1467","Serrano Do Maranhão-MA",0.12,0,"MA",0
"1468","Sítio Novo-MA",0.31,0,"MA",0
"1469","Sucupira Do Norte-MA",0.11,0,"MA",0
"1470","Tasso Fragoso-MA",0.44,0,"MA",0
"1471","Timbiras-MA",0.15,0,"MA",0
"1472","Trizidela Do Vale-MA",0.02,0,"MA",0
"1473","Tufilândia-MA",0.03,0,"MA",0
"1474","Tuntum-MA",0.34,0,"MA",0
"1475","Turiaçu-MA",0.26,0,"MA",0
"1476","Turilândia-MA",0.15,0,"MA",0
"1477","Tutóia-MA",0.17,0,"MA",0
"1478","Urbano Santos-MA",0.12,0,"MA",0
"1479","Vargem Grande-MA",0.2,0,"MA",0
"1480","Viana-MA",0.12,0,"MA",0
"1481","Vila Nova Dos Martírios-MA",0.12,0,"MA",0
"1482","Vitória Do Mearim-MA",0.07,0,"MA",0
"1483","Vitorino Freire-MA",0.13,0,"MA",0
"1484","Zé Doca-MA",0.24,0,"MA",0
"1485","Acauã-PI",0.13,0,"PI",0
"1486","Alagoinha Do Piauí-PI",0.05,0,"PI",0
"1487","Alegrete Do Piauí-PI",0.03,0,"PI",0
"1488","Anísio De Abreu-PI",0.03,0,"PI",0
"1489","Antônio Almeida-PI",0.06,0,"PI",0
"1490","Aroeiras Do Itaim-PI",0.03,0,"PI",0
"1491","Arraial-PI",0.07,0,"PI",0
"1492","Assunção Do Piauí-PI",0.17,0,"PI",0
"1493","Baixa Grande Do Ribeiro-PI",0.78,0,"PI",0
"1494","Barreiras Do Piauí-PI",0.2,0,"PI",0
"1495","Bela Vista Do Piauí-PI",0.05,0,"PI",0
"1496","Belém Do Piauí-PI",0.02,0,"PI",0
"1497","Betânia Do Piauí-PI",0.06,0,"PI",0
"1498","Bocaina-PI",0.03,0,"PI",0
"1499","Bom Princípio Do Piauí-PI",0.05,0,"PI",0
"1500","Bonfim Do Piauí-PI",0.03,0,"PI",0
"1501","Brejo Do Piauí-PI",0.22,0,"PI",0
"1502","Buriti Dos Montes-PI",0.27,0,"PI",0
"1503","Cajazeiras Do Piauí-PI",0.05,0,"PI",0
"1504","Caldeirão Grande Do Piauí-PI",0.05,0,"PI",0
"1505","Campinas Do Piauí-PI",0.08,0,"PI",0
"1506","Campo Alegre Do Fidalgo-PI",0.07,0,"PI",0
"1507","Campo Grande Do Piauí-PI",0.03,0,"PI",0
"1508","Capitão Gervásio Oliveira-PI",0.11,0,"PI",0
"1509","Caridade Do Piauí-PI",0.05,0,"PI",0
"1510","Cocal Dos Alves-PI",0.04,0,"PI",0
"1511","Colônia Do Piauí-PI",0.1,0,"PI",0
"1512","Conceição Do Canindé-PI",0.08,0,"PI",0
"1513","Coronel José Dias-PI",0.19,0,"PI",0
"1514","Cristalândia Do Piauí-PI",0.12,0,"PI",0
"1515","Currais-PI",0.32,0,"PI",0
"1516","Curral Novo Do Piauí-PI",0.08,0,"PI",0
"1517","Dirceu Arcoverde-PI",0.1,0,"PI",0
"1518","Dom Expedito Lopes-PI",0.02,0,"PI",0
"1519","Domingos Mourão-PI",0.09,0,"PI",0
"1520","Dom Inocêncio-PI",0.39,0,"PI",0
"1521","Fartura Do Piauí-PI",0.07,0,"PI",0
"1522","Floresta Do Piauí-PI",0.02,0,"PI",0
"1523","Francisco Macedo-PI",0.02,0,"PI",0
"1524","Francisco Santos-PI",0.05,0,"PI",0
"1525","Fronteiras-PI",0.08,0,"PI",0
"1526","Geminiano-PI",0.05,0,"PI",0
"1527","Gilbués-PI",0.35,0,"PI",0
"1528","Guadalupe-PI",0.1,0,"PI",0
"1529","Isaías Coelho-PI",0.08,0,"PI",0
"1530","Itainópolis-PI",0.08,0,"PI",0
"1531","Jacobina Do Piauí-PI",0.14,0,"PI",0
"1532","Jaicós-PI",0.09,0,"PI",0
"1533","João Costa-PI",0.18,0,"PI",0
"1534","Jurema-PI",0.13,0,"PI",0
"1535","Lagoa Do Barro Do Piauí-PI",0.13,0,"PI",0
"1536","Lagoa De São Francisco-PI",0.02,0,"PI",0
"1537","Lagoa Do Sítio-PI",0.08,0,"PI",0
"1538","Landri Sales-PI",0.11,0,"PI",0
"1539","Marcolândia-PI",0.01,0,"PI",0
"1540","Marcos Parente-PI",0.07,0,"PI",0
"1541","Massapê Do Piauí-PI",0.05,0,"PI",0
"1542","Monsenhor Hipólito-PI",0.04,0,"PI",0
"1543","Monte Alegre Do Piauí-PI",0.24,0,"PI",0
"1544","Padre Marcos-PI",0.03,0,"PI",0
"1545","Paes Landim-PI",0.04,0,"PI",0
"1546","Pajeú Do Piauí-PI",0.11,0,"PI",0
"1547","Palmeira Do Piauí-PI",0.2,0,"PI",0
"1548","Paquetá-PI",0.05,0,"PI",0
"1549","Patos Do Piauí-PI",0.08,0,"PI",0
"1550","Paulistana-PI",0.2,0,"PI",0
"1551","Pedro Laurentino-PI",0.09,0,"PI",0
"1552","Nova Santa Rita-PI",0.09,0,"PI",0
"1553","Picos-PI",0.05,0,"PI",0
"1554","Pio Ix-PI",0.2,0,"PI",0
"1555","Porto Alegre Do Piauí-PI",0.12,0,"PI",0
"1556","Queimada Nova-PI",0.14,0,"PI",0
"1557","Riacho Frio-PI",0.22,0,"PI",0
"1558","Ribeiro Gonçalves-PI",0.4,0,"PI",0
"1559","Rio Grande Do Piauí-PI",0.06,0,"PI",0
"1560","Santa Cruz Do Piauí-PI",0.06,0,"PI",0
"1561","Santa Filomena-PI",0.53,0,"PI",0
"1562","Santana Do Piauí-PI",0.01,0,"PI",0
"1563","Santa Rosa Do Piauí-PI",0.03,0,"PI",0
"1564","Santo Antônio De Lisboa-PI",0.04,0,"PI",0
"1565","Santo Inácio Do Piauí-PI",0.09,0,"PI",0
"1566","São Braz Do Piauí-PI",0.07,0,"PI",0
"1567","São Francisco De Assis Do Piauí-PI",0.11,0,"PI",0
"1568","São Francisco Do Piauí-PI",0.13,0,"PI",0
"1569","São Gonçalo Do Gurguéia-PI",0.14,0,"PI",0
"1570","São João Da Canabrava-PI",0.05,0,"PI",0
"1571","São João Da Fronteira-PI",0.08,0,"PI",0
"1572","São João Da Varjota-PI",0.04,0,"PI",0
"1573","São João Do Piauí-PI",0.15,0,"PI",0
"1574","São José Do Piauí-PI",0.04,0,"PI",0
"1575","São Julião-PI",0.03,0,"PI",0
"1576","São Lourenço Do Piauí-PI",0.07,0,"PI",0
"1577","São Luis Do Piauí-PI",0.02,0,"PI",0
"1578","São Miguel Do Fidalgo-PI",0.08,0,"PI",0
"1579","São Raimundo Nonato-PI",0.24,0,"PI",0
"1580","Simões-PI",0.11,0,"PI",0
"1581","Simplício Mendes-PI",0.14,0,"PI",0
"1582","Socorro Do Piauí-PI",0.08,0,"PI",0
"1583","Sussuapara-PI",0.02,0,"PI",0
"1584","Tamboril Do Piauí-PI",0.16,0,"PI",0
"1585","União-PI",0.12,0,"PI",0
"1586","Uruçuí-PI",0.84,0,"PI",0
"1587","Várzea Branca-PI",0.05,0,"PI",0
"1588","Vera Mendes-PI",0.03,0,"PI",0
"1589","Vila Nova Do Piauí-PI",0.02,0,"PI",0
"1590","Wall Ferraz-PI",0.03,0,"PI",0
"1591","Abaiara-CE",0.02,0,"CE",0
