"","name","area","overlap","abbrev_state","perc"
"3252","Prata-MG",0.49,0,"MG",0
"3253","Pratinha-MG",0.06,0,"MG",0
"3254","Presidente Bernardes-MG",0.02,0,"MG",0
"3255","Presidente Juscelino-MG",0.07,0,"MG",0
"3256","Presidente Olegário-MG",0.35,0,"MG",0
"3257","Alto Jequitibá-MG",0.02,0,"MG",0
"3258","Prudente De Morais-MG",0.01,0,"MG",0
"3259","Quartel Geral-MG",0.06,0,"MG",0
"3260","Queluzito-MG",0.02,0,"MG",0
"3261","Raposos-MG",0.01,0,"MG",0
"3262","Raul Soares-MG",0.08,0,"MG",0
"3263","Recreio-MG",0.02,0,"MG",0
"3264","Reduto-MG",0.02,0,"MG",0
"3265","Resende Costa-MG",0.06,0,"MG",0
"3266","Resplendor-MG",0.11,0,"MG",0
"3267","Ressaquinha-MG",0.02,0,"MG",0
"3268","Riachinho-MG",0.17,0,"MG",0
"3269","Ribeirão Das Neves-MG",0.02,0,"MG",0
"3270","Rio Acima-MG",0.02,0,"MG",0
"3271","Rio Casca-MG",0.04,0,"MG",0
"3272","Rio Doce-MG",0.01,0,"MG",0
"3273","Rio Do Prado-MG",0.05,0,"MG",0
"3274","Rio Espera-MG",0.02,0,"MG",0
"3275","Rio Manso-MG",0.02,0,"MG",0
"3276","Rio Novo-MG",0.02,0,"MG",0
"3277","Rio Paranaíba-MG",0.14,0,"MG",0
"3278","Rio Piracicaba-MG",0.04,0,"MG",0
"3279","Rio Pomba-MG",0.03,0,"MG",0
"3280","Rio Preto-MG",0.03,0,"MG",0
"3281","Ritápolis-MG",0.04,0,"MG",0
"3282","Rochedo De Minas-MG",0.01,0,"MG",0
"3283","Rodeiro-MG",0.01,0,"MG",0
"3284","Romaria-MG",0.04,0,"MG",0
"3285","Rosário Da Limeira-MG",0.01,0,"MG",0
"3286","Rubim-MG",0.1,0,"MG",0
"3287","Sabinópolis-MG",0.09,0,"MG",0
"3288","Salto Da Divisa-MG",0.09,0,"MG",0
"3289","Santa Bárbara-MG",0.07,0,"MG",0
"3290","Santa Bárbara Do Leste-MG",0.01,0,"MG",0
"3291","Santa Bárbara Do Monte Verde-MG",0.04,0,"MG",0
"3292","Santa Bárbara Do Tugúrio-MG",0.02,0,"MG",0
"3293","Santa Cruz Do Escalvado-MG",0.03,0,"MG",0
"3294","Santa Efigênia De Minas-MG",0.01,0,"MG",0
"3295","Santa Fé De Minas-MG",0.29,0,"MG",0
"3296","Santa Helena De Minas-MG",0.03,0,"MG",0
"3297","Santa Juliana-MG",0.07,0,"MG",0
"3298","Santa Luzia-MG",0.02,0,"MG",0
"3299","Santa Margarida-MG",0.03,0,"MG",0
"3300","Santa Maria De Itabira-MG",0.06,0,"MG",0
"3301","Santa Maria Do Salto-MG",0.04,0,"MG",0
"3302","Santa Maria Do Suaçuí-MG",0.06,0,"MG",0
"3303","Santana Da Vargem-MG",0.02,0,"MG",0
"3304","Santana De Cataguases-MG",0.02,0,"MG",0
"3305","Santana De Pirapama-MG",0.13,0,"MG",0
"3306","Santana Do Deserto-MG",0.02,0,"MG",0
"3307","Santana Do Garambéu-MG",0.02,0,"MG",0
"3308","Santana Do Jacaré-MG",0.01,0,"MG",0
"3309","Santana Do Manhuaçu-MG",0.03,0,"MG",0
"3310","Santana Do Paraíso-MG",0.03,0,"MG",0
"3311","Santana Do Riacho-MG",0.07,0,"MG",0
"3312","Santana Dos Montes-MG",0.02,0,"MG",0
"3313","Santa Rita De Caldas-MG",0.05,0,"MG",0
"3314","Santa Rita De Jacutinga-MG",0.04,0,"MG",0
"3315","Santa Rita De Minas-MG",0.01,0,"MG",0
"3316","Santa Rita De Ibitipoca-MG",0.03,0,"MG",0
"3317","Santa Rita Do Itueto-MG",0.05,0,"MG",0
"3318","Santa Rita Do Sapucaí-MG",0.04,0,"MG",0
"3319","Santa Rosa Da Serra-MG",0.03,0,"MG",0
"3320","Santo Antônio Do Amparo-MG",0.05,0,"MG",0
"3321","Santo Antônio Do Aventureiro-MG",0.02,0,"MG",0
"3322","Santo Antônio Do Grama-MG",0.01,0,"MG",0
"3323","Santo Antônio Do Itambé-MG",0.03,0,"MG",0
"3324","Santo Antônio Do Jacinto-MG",0.05,0,"MG",0
"3325","Santo Antônio Do Rio Abaixo-MG",0.01,0,"MG",0
"3326","Santo Hipólito-MG",0.04,0,"MG",0
"3327","Santos Dumont-MG",0.06,0,"MG",0
"3328","São Bento Abade-MG",0.01,0,"MG",0
"3329","São Brás Do Suaçuí-MG",0.01,0,"MG",0
"3330","São Domingos Das Dores-MG",0.01,0,"MG",0
"3331","São Domingos Do Prata-MG",0.07,0,"MG",0
"3332","São Félix De Minas-MG",0.02,0,"MG",0
"3333","São Francisco De Paula-MG",0.03,0,"MG",0
"3334","São Francisco Do Glória-MG",0.02,0,"MG",0
"3335","São Geraldo-MG",0.02,0,"MG",0
"3336","São Geraldo Da Piedade-MG",0.02,0,"MG",0
"3337","São Geraldo Do Baixio-MG",0.03,0,"MG",0
"3338","São Gonçalo Do Abaeté-MG",0.27,0,"MG",0
"3339","São Gonçalo Do Pará-MG",0.03,0,"MG",0
"3340","São Gonçalo Do Sapucaí-MG",0.05,0,"MG",0
"3341","São Gotardo-MG",0.09,0,"MG",0
"3342","São João Batista Do Glória-MG",0.05,0,"MG",0
"3343","São João Da Lagoa-MG",0.1,0,"MG",0
"3344","São João Da Mata-MG",0.01,0,"MG",0
"3345","São João Del Rei-MG",0.15,0,"MG",0
"3346","São João Do Manhuaçu-MG",0.01,0,"MG",0
"3347","São João Do Manteninha-MG",0.01,0,"MG",0
"3348","São João Do Oriente-MG",0.01,0,"MG",0
"3349","São João Do Pacuí-MG",0.04,0,"MG",0
"3350","São João Evangelista-MG",0.05,0,"MG",0
"3351","São João Nepomuceno-MG",0.04,0,"MG",0
"3352","São Joaquim De Bicas-MG",0.01,0,"MG",0
"3353","São José Da Barra-MG",0.03,0,"MG",0
"3354","São José Da Safira-MG",0.02,0,"MG",0
"3355","São José Da Varginha-MG",0.02,0,"MG",0
"3356","São José Do Alegre-MG",0.01,0,"MG",0
"3357","São José Do Divino-MG",0.03,0,"MG",0
"3358","São José Do Goiabal-MG",0.02,0,"MG",0
"3359","São José Do Jacuri-MG",0.03,0,"MG",0
"3360","São José Do Mantimento-MG",0.01,0,"MG",0
"3361","São Lourenço-MG",0.01,0,"MG",0
"3362","São Miguel Do Anta-MG",0.02,0,"MG",0
"3363","São Pedro Da União-MG",0.03,0,"MG",0
"3364","São Pedro Dos Ferros-MG",0.04,0,"MG",0
"3365","São Pedro Do Suaçuí-MG",0.03,0,"MG",0
"3366","São Romão-MG",0.24,0,"MG",0
"3367","São Roque De Minas-MG",0.21,0,"MG",0
"3368","São Sebastião Da Bela Vista-MG",0.02,0,"MG",0
"3369","São Sebastião Da Vargem Alegre-MG",0.01,0,"MG",0
"3370","São Sebastião Do Anta-MG",0.01,0,"MG",0
"3371","São Sebastião Do Maranhão-MG",0.05,0,"MG",0
"3372","São Sebastião Do Oeste-MG",0.04,0,"MG",0
"3373","São Sebastião Do Rio Preto-MG",0.01,0,"MG",0
"3374","São Sebastião Do Rio Verde-MG",0.01,0,"MG",0
"3375","São Tiago-MG",0.06,0,"MG",0
"3376","São Thomé Das Letras-MG",0.04,0,"MG",0
"3377","São Vicente De Minas-MG",0.04,0,"MG",0
"3378","Sapucaí-Mirim-MG",0.03,0,"MG",0
"3379","Sardoá-MG",0.01,0,"MG",0
"3380","Sarzedo-MG",0.01,0,"MG",0
"3381","Setubinha-MG",0.05,0,"MG",0
"3382","Sem-Peixe-MG",0.02,0,"MG",0
"3383","Senador Amaral-MG",0.02,0,"MG",0
"3384","Senador Cortes-MG",0.01,0,"MG",0
"3385","Senador Firmino-MG",0.02,0,"MG",0
"3386","Senador José Bento-MG",0.01,0,"MG",0
"3387","Senador Modestino Gonçalves-MG",0.1,0,"MG",0
"3388","Senhora De Oliveira-MG",0.02,0,"MG",0
"3389","Senhora Do Porto-MG",0.04,0,"MG",0
"3390","Senhora Dos Remédios-MG",0.02,0,"MG",0
"3391","Sericita-MG",0.02,0,"MG",0
"3392","Seritinga-MG",0.01,0,"MG",0
"3393","Serra Azul De Minas-MG",0.02,0,"MG",0
"3394","Serra Da Saudade-MG",0.03,0,"MG",0
"3395","Serra Dos Aimorés-MG",0.02,0,"MG",0
"3396","Serra Do Salitre-MG",0.13,0,"MG",0
"3397","Serrania-MG",0.02,0,"MG",0
"3398","Serranos-MG",0.02,0,"MG",0
"3399","Sete Lagoas-MG",0.05,0,"MG",0
"3400","Silveirânia-MG",0.02,0,"MG",0
"3401","Silvianópolis-MG",0.03,0,"MG",0
"3402","Simão Pereira-MG",0.01,0,"MG",0
"3403","Simonésia-MG",0.05,0,"MG",0
"3404","Sobrália-MG",0.02,0,"MG",0
"3405","Soledade De Minas-MG",0.02,0,"MG",0
"3406","Tabuleiro-MG",0.02,0,"MG",0
"3407","Taparuba-MG",0.02,0,"MG",0
"3408","Tapira-MG",0.12,0,"MG",0
"3409","Tapiraí-MG",0.04,0,"MG",0
"3410","Taquaraçu De Minas-MG",0.03,0,"MG",0
"3411","Tarumirim-MG",0.07,0,"MG",0
"3412","Teixeiras-MG",0.02,0,"MG",0
"3413","Teófilo Otoni-MG",0.33,0,"MG",0
"3414","Timóteo-MG",0.01,0,"MG",0
"3415","Tiradentes-MG",0.01,0,"MG",0
"3416","Tiros-MG",0.21,0,"MG",0
"3417","Tocantins-MG",0.02,0,"MG",0
"3418","Tocos Do Moji-MG",0.01,0,"MG",0
"3419","Toledo-MG",0.01,0,"MG",0
"3420","Tombos-MG",0.03,0,"MG",0
"3421","Três Corações-MG",0.08,0,"MG",0
"3422","Três Marias-MG",0.27,0,"MG",0
"3423","Tumiritinga-MG",0.05,0,"MG",0
"3424","Turmalina-MG",0.12,0,"MG",0
"3425","Turvolândia-MG",0.02,0,"MG",0
"3426","Ubá-MG",0.04,0,"MG",0
"3427","Ubaí-MG",0.08,0,"MG",0
"3428","Ubaporanga-MG",0.02,0,"MG",0
"3429","Umburatiba-MG",0.04,0,"MG",0
"3430","Unaí-MG",0.85,0,"MG",0
"3431","União De Minas-MG",0.12,0,"MG",0
"3432","Uruana De Minas-MG",0.06,0,"MG",0
"3433","Urucânia-MG",0.01,0,"MG",0
"3434","Urucuia-MG",0.21,0,"MG",0
"3435","Vargem Alegre-MG",0.01,0,"MG",0
"3436","Vargem Bonita-MG",0.04,0,"MG",0
"3437","Varginha-MG",0.04,0,"MG",0
"3438","Varjão De Minas-MG",0.07,0,"MG",0
"3439","Várzea Da Palma-MG",0.22,0,"MG",0
"3440","Vazante-MG",0.19,0,"MG",0
"3441","Veredinha-MG",0.06,0,"MG",0
"3442","Vermelho Novo-MG",0.01,0,"MG",0
"3443","Vespasiano-MG",0.01,0,"MG",0
"3444","Viçosa-MG",0.03,0,"MG",0
"3445","Vieiras-MG",0.01,0,"MG",0
"3446","Mathias Lobato-MG",0.02,0,"MG",0
"3447","Virgínia-MG",0.03,0,"MG",0
"3448","Virginópolis-MG",0.04,0,"MG",0
"3449","Virgolândia-MG",0.03,0,"MG",0
"3450","Visconde Do Rio Branco-MG",0.02,0,"MG",0
"3451","Volta Grande-MG",0.02,0,"MG",0
"3452","Wenceslau Braz-MG",0.01,0,"MG",0
"3453","Afonso Cláudio-ES",0.1,0,"ES",0
"3454","Águia Branca-ES",0.05,0,"ES",0
"3455","Água Doce Do Norte-ES",0.05,0,"ES",0
"3456","Alegre-ES",0.08,0,"ES",0
"3457","Alfredo Chaves-ES",0.06,0,"ES",0
"3458","Alto Rio Novo-ES",0.02,0,"ES",0
"3459","Anchieta-ES",0.04,0,"ES",0
"3460","Apiacá-ES",0.02,0,"ES",0
"3461","Aracruz-ES",0.14,0,"ES",0
"3462","Atilio Vivacqua-ES",0.02,0,"ES",0
"3463","Baixo Guandu-ES",0.09,0,"ES",0
"3464","Barra De São Francisco-ES",0.09,0,"ES",0
"3465","Boa Esperança-ES",0.04,0,"ES",0
"3466","Bom Jesus Do Norte-ES",0.01,0,"ES",0
"3467","Brejetuba-ES",0.03,0,"ES",0
"3468","Cachoeiro De Itapemirim-ES",0.09,0,"ES",0
"3469","Cariacica-ES",0.03,0,"ES",0
"3470","Castelo-ES",0.07,0,"ES",0
"3471","Colatina-ES",0.14,0,"ES",0
"3472","Conceição Da Barra-ES",0.12,0,"ES",0
"3473","Conceição Do Castelo-ES",0.04,0,"ES",0
"3474","Divino De São Lourenço-ES",0.02,0,"ES",0
"3475","Domingos Martins-ES",0.12,0,"ES",0
"3476","Dores Do Rio Preto-ES",0.02,0,"ES",0
"3477","Ecoporanga-ES",0.23,0,"ES",0
"3478","Fundão-ES",0.03,0,"ES",0
"3479","Governador Lindenberg-ES",0.04,0,"ES",0
"3480","Guaçuí-ES",0.05,0,"ES",0
"3481","Guarapari-ES",0.06,0,"ES",0
"3482","Ibatiba-ES",0.02,0,"ES",0
"3483","Ibiraçu-ES",0.02,0,"ES",0
"3484","Ibitirama-ES",0.03,0,"ES",0
"3485","Iconha-ES",0.02,0,"ES",0
"3486","Irupi-ES",0.02,0,"ES",0
"3487","Itaguaçu-ES",0.05,0,"ES",0
"3488","Itapemirim-ES",0.06,0,"ES",0
"3489","Itarana-ES",0.03,0,"ES",0
"3490","Iúna-ES",0.05,0,"ES",0
"3491","Jaguaré-ES",0.07,0,"ES",0
"3492","Jerônimo Monteiro-ES",0.02,0,"ES",0
"3493","João Neiva-ES",0.03,0,"ES",0
"3494","Laranja Da Terra-ES",0.05,0,"ES",0
"3495","Linhares-ES",0.35,0,"ES",0
"3496","Mantenópolis-ES",0.03,0,"ES",0
"3497","Marataízes-ES",0.01,0,"ES",0
"3498","Marechal Floriano-ES",0.03,0,"ES",0
"3499","Marilândia-ES",0.03,0,"ES",0
"3500","Mimoso Do Sul-ES",0.09,0,"ES",0
"3501","Montanha-ES",0.11,0,"ES",0
"3502","Mucurici-ES",0.05,0,"ES",0
"3503","Muniz Freire-ES",0.07,0,"ES",0
"3504","Muqui-ES",0.03,0,"ES",0
"3505","Nova Venécia-ES",0.14,0,"ES",0
"3506","Pancas-ES",0.08,0,"ES",0
"3507","Pedro Canário-ES",0.04,0,"ES",0
"3508","Pinheiros-ES",0.1,0,"ES",0
"3509","Piúma-ES",0.01,0,"ES",0
"3510","Ponto Belo-ES",0.04,0,"ES",0
"3511","Presidente Kennedy-ES",0.06,0,"ES",0
"3512","Rio Bananal-ES",0.06,0,"ES",0
"3513","Rio Novo Do Sul-ES",0.02,0,"ES",0
"3514","Santa Leopoldina-ES",0.07,0,"ES",0
"3515","Santa Maria De Jetibá-ES",0.07,0,"ES",0
"3516","Santa Teresa-ES",0.07,0,"ES",0
"3517","São Domingos Do Norte-ES",0.03,0,"ES",0
"3518","São Gabriel Da Palha-ES",0.04,0,"ES",0
"3519","São José Do Calçado-ES",0.03,0,"ES",0
"3520","São Mateus-ES",0.23,0,"ES",0
"3521","São Roque Do Canaã-ES",0.03,0,"ES",0
"3522","Serra-ES",0.06,0,"ES",0
"3523","Sooretama-ES",0.06,0,"ES",0
"3524","Vargem Alta-ES",0.04,0,"ES",0
"3525","Venda Nova Do Imigrante-ES",0.02,0,"ES",0
"3526","Viana-ES",0.03,0,"ES",0
"3527","Vila Pavão-ES",0.04,0,"ES",0
"3528","Vila Valério-ES",0.05,0,"ES",0
"3529","Vila Velha-ES",0.02,0,"ES",0
"3530","Vitória-ES",0.01,0,"ES",0
"3531","Angra Dos Reis-RJ",0.08,0,"RJ",0
"3532","Aperibé-RJ",0.01,0,"RJ",0
"3533","Araruama-RJ",0.06,0,"RJ",0
"3534","Areal-RJ",0.01,0,"RJ",0
"3535","Armação Dos Búzios-RJ",0.01,0,"RJ",0
"3536","Arraial Do Cabo-RJ",0.02,0,"RJ",0
"3537","Barra Do Piraí-RJ",0.06,0,"RJ",0
"3538","Barra Mansa-RJ",0.05,0,"RJ",0
"3539","Belford Roxo-RJ",0.01,0,"RJ",0
"3540","Bom Jardim-RJ",0.04,0,"RJ",0
"3541","Bom Jesus Do Itabapoana-RJ",0.06,0,"RJ",0
"3542","Cabo Frio-RJ",0.04,0,"RJ",0
"3543","Cachoeiras De Macacu-RJ",0.1,0,"RJ",0
"3544","Cambuci-RJ",0.06,0,"RJ",0
"3545","Carapebus-RJ",0.03,0,"RJ",0
"3546","Comendador Levy Gasparian-RJ",0.01,0,"RJ",0
"3547","Campos Dos Goytacazes-RJ",0.4,0,"RJ",0
"3548","Cantagalo-RJ",0.08,0,"RJ",0
"3549","Cardoso Moreira-RJ",0.05,0,"RJ",0
"3550","Carmo-RJ",0.03,0,"RJ",0
"3551","Casimiro De Abreu-RJ",0.05,0,"RJ",0
"3552","Conceição De Macabu-RJ",0.03,0,"RJ",0
"3553","Cordeiro-RJ",0.01,0,"RJ",0
"3554","Duas Barras-RJ",0.04,0,"RJ",0
"3555","Duque De Caxias-RJ",0.05,0,"RJ",0
"3556","Engenheiro Paulo De Frontin-RJ",0.01,0,"RJ",0
"3557","Guapimirim-RJ",0.04,0,"RJ",0
"3558","Iguaba Grande-RJ",0.01,0,"RJ",0
"3559","Itaboraí-RJ",0.04,0,"RJ",0
"3560","Itaguaí-RJ",0.03,0,"RJ",0
"3561","Italva-RJ",0.03,0,"RJ",0
"3562","Itaocara-RJ",0.04,0,"RJ",0
"3563","Itaperuna-RJ",0.11,0,"RJ",0
"3564","Itatiaia-RJ",0.02,0,"RJ",0
"3565","Japeri-RJ",0.01,0,"RJ",0
"3566","Laje Do Muriaé-RJ",0.03,0,"RJ",0
"3567","Macaé-RJ",0.12,0,"RJ",0
"3568","Macuco-RJ",0.01,0,"RJ",0
"3569","Magé-RJ",0.04,0,"RJ",0
"3570","Mangaratiba-RJ",0.04,0,"RJ",0
"3571","Maricá-RJ",0.04,0,"RJ",0
"3572","Mendes-RJ",0.01,0,"RJ",0
"3573","Miguel Pereira-RJ",0.03,0,"RJ",0
"3574","Miracema-RJ",0.03,0,"RJ",0
"3575","Natividade-RJ",0.04,0,"RJ",0
"3576","Niterói-RJ",0.01,0,"RJ",0
"3577","Nova Friburgo-RJ",0.09,0,"RJ",0
"3578","Nova Iguaçu-RJ",0.05,0,"RJ",0
"3579","Paracambi-RJ",0.02,0,"RJ",0
"3580","Paraíba Do Sul-RJ",0.06,0,"RJ",0
"3581","Paraty-RJ",0.09,0,"RJ",0
"3582","Paty Do Alferes-RJ",0.03,0,"RJ",0
"3583","Petrópolis-RJ",0.08,0,"RJ",0
"3584","Pinheiral-RJ",0.01,0,"RJ",0
"3585","Piraí-RJ",0.05,0,"RJ",0
"3586","Porciúncula-RJ",0.03,0,"RJ",0
"3587","Porto Real-RJ",0.01,0,"RJ",0
"3588","Quatis-RJ",0.03,0,"RJ",0
"3589","Queimados-RJ",0.01,0,"RJ",0
"3590","Quissamã-RJ",0.07,0,"RJ",0
"3591","Resende-RJ",0.11,0,"RJ",0
"3592","Rio Bonito-RJ",0.05,0,"RJ",0
"3593","Rio Claro-RJ",0.08,0,"RJ",0
"3594","Rio Das Flores-RJ",0.05,0,"RJ",0
"3595","Rio Das Ostras-RJ",0.02,0,"RJ",0
"3596","Rio De Janeiro-RJ",0.12,0,"RJ",0
"3597","Santa Maria Madalena-RJ",0.08,0,"RJ",0
"3598","Santo Antônio De Pádua-RJ",0.06,0,"RJ",0
"3599","São Francisco De Itabapoana-RJ",0.11,0,"RJ",0
"3600","São Fidélis-RJ",0.1,0,"RJ",0
"3601","São Gonçalo-RJ",0.02,0,"RJ",0
"3602","São João Da Barra-RJ",0.05,0,"RJ",0
"3603","São José De Ubá-RJ",0.03,0,"RJ",0
"3604","São José Do Vale Do Rio Preto-RJ",0.02,0,"RJ",0
"3605","São Pedro Da Aldeia-RJ",0.03,0,"RJ",0
"3606","São Sebastião Do Alto-RJ",0.04,0,"RJ",0
"3607","Sapucaia-RJ",0.05,0,"RJ",0
"3608","Saquarema-RJ",0.04,0,"RJ",0
"3609","Seropédica-RJ",0.03,0,"RJ",0
"3610","Silva Jardim-RJ",0.09,0,"RJ",0
"3611","Sumidouro-RJ",0.04,0,"RJ",0
"3612","Tanguá-RJ",0.01,0,"RJ",0
"3613","Teresópolis-RJ",0.08,0,"RJ",0
"3614","Trajano De Moraes-RJ",0.06,0,"RJ",0
"3615","Três Rios-RJ",0.03,0,"RJ",0
"3616","Valença-RJ",0.13,0,"RJ",0
"3617","Varre-Sai-RJ",0.02,0,"RJ",0
"3618","Vassouras-RJ",0.05,0,"RJ",0
"3619","Volta Redonda-RJ",0.02,0,"RJ",0
"3620","Adamantina-SP",0.04,0,"SP",0
"3621","Adolfo-SP",0.02,0,"SP",0
"3622","Águas Da Prata-SP",0.01,0,"SP",0
"3623","Águas De Lindóia-SP",0.01,0,"SP",0
"3624","Alambari-SP",0.02,0,"SP",0
"3625","Alfredo Marcondes-SP",0.01,0,"SP",0
"3626","Alto Alegre-SP",0.03,0,"SP",0
"3627","Alumínio-SP",0.01,0,"SP",0
"3628","Álvares Machado-SP",0.03,0,"SP",0
"3629","Álvaro De Carvalho-SP",0.02,0,"SP",0
"3630","Alvinlândia-SP",0.01,0,"SP",0
"3631","Amparo-SP",0.04,0,"SP",0
"3632","Andradina-SP",0.1,0,"SP",0
"3633","Aparecida-SP",0.01,0,"SP",0
"3634","Aparecida D'oeste-SP",0.02,0,"SP",0
"3635","Apiaí-SP",0.1,0,"SP",0
"3636","Araçariguama-SP",0.01,0,"SP",0
"3637","Araçatuba-SP",0.12,0,"SP",0
"3638","Araçoiaba Da Serra-SP",0.03,0,"SP",0
"3639","Arapeí-SP",0.02,0,"SP",0
"3640","Arco-Íris-SP",0.03,0,"SP",0
"3641","Areias-SP",0.03,0,"SP",0
"3642","Areiópolis-SP",0.01,0,"SP",0
"3643","Ariranha-SP",0.01,0,"SP",0
"3644","Arujá-SP",0.01,0,"SP",0
"3645","Aspásia-SP",0.01,0,"SP",0
"3646","Atibaia-SP",0.05,0,"SP",0
"3647","Auriflama-SP",0.04,0,"SP",0
"3648","Avanhandava-SP",0.03,0,"SP",0
"3649","Bady Bassitt-SP",0.01,0,"SP",0
"3650","Balbinos-SP",0.01,0,"SP",0
"3651","Bananal-SP",0.06,0,"SP",0
"3652","Barão De Antonina-SP",0.02,0,"SP",0
"3653","Barbosa-SP",0.02,0,"SP",0
"3654","Bariri-SP",0.04,0,"SP",0
"3655","Barra Bonita-SP",0.02,0,"SP",0
"3656","Barra Do Chapéu-SP",0.04,0,"SP",0
"3657","Barra Do Turvo-SP",0.1,0,"SP",0
"3658","Barueri-SP",0.01,0,"SP",0
"3659","Bastos-SP",0.02,0,"SP",0
"3660","Bebedouro-SP",0.07,0,"SP",0
"3661","Bento De Abreu-SP",0.03,0,"SP",0
"3662","Bernardino De Campos-SP",0.02,0,"SP",0
"3663","Bertioga-SP",0.05,0,"SP",0
"3664","Bilac-SP",0.02,0,"SP",0
"3665","Birigui-SP",0.05,0,"SP",0
"3666","Biritiba-Mirim-SP",0.03,0,"SP",0
"3667","Boituva-SP",0.02,0,"SP",0
"3668","Bom Jesus Dos Perdões-SP",0.01,0,"SP",0
"3669","Borá-SP",0.01,0,"SP",0
"3670","Boracéia-SP",0.01,0,"SP",0
"3671","Bragança Paulista-SP",0.05,0,"SP",0
"3672","Braúna-SP",0.02,0,"SP",0
"3673","Brejo Alegre-SP",0.01,0,"SP",0
"3674","Buritama-SP",0.03,0,"SP",0
"3675","Cabrália Paulista-SP",0.02,0,"SP",0
"3676","Cabreúva-SP",0.03,0,"SP",0
"3677","Caçapava-SP",0.04,0,"SP",0
"3678","Cachoeira Paulista-SP",0.03,0,"SP",0
"3679","Caconde-SP",0.05,0,"SP",0
"3680","Cafelândia-SP",0.09,0,"SP",0
"3681","Caiabu-SP",0.03,0,"SP",0
"3682","Caieiras-SP",0.01,0,"SP",0
"3683","Caiuá-SP",0.06,0,"SP",0
"3684","Cajamar-SP",0.01,0,"SP",0
"3685","Cajati-SP",0.05,0,"SP",0
"3686","Cajobi-SP",0.02,0,"SP",0
"3687","Campinas-SP",0.08,0,"SP",0
"3688","Campo Limpo Paulista-SP",0.01,0,"SP",0
"3689","Campos Do Jordão-SP",0.03,0,"SP",0
"3690","Campos Novos Paulista-SP",0.05,0,"SP",0
"3691","Cananéia-SP",0.12,0,"SP",0
"3692","Canas-SP",0.01,0,"SP",0
"3693","Cândido Mota-SP",0.06,0,"SP",0
"3694","Cândido Rodrigues-SP",0.01,0,"SP",0
"3695","Canitar-SP",0.01,0,"SP",0
"3696","Capela Do Alto-SP",0.02,0,"SP",0
"3697","Capivari-SP",0.03,0,"SP",0
"3698","Caraguatatuba-SP",0.05,0,"SP",0
"3699","Castilho-SP",0.11,0,"SP",0
"3700","Catanduva-SP",0.03,0,"SP",0
"3701","Catiguá-SP",0.01,0,"SP",0
"3702","Cedral-SP",0.02,0,"SP",0
"3703","Cerquilho-SP",0.01,0,"SP",0
"3704","Cesário Lange-SP",0.02,0,"SP",0
"3705","Charqueada-SP",0.02,0,"SP",0
"3706","Clementina-SP",0.02,0,"SP",0
"3707","Conchal-SP",0.02,0,"SP",0
"3708","Conchas-SP",0.05,0,"SP",0
"3709","Cordeirópolis-SP",0.01,0,"SP",0
"3710","Coroados-SP",0.02,0,"SP",0
"3711","Coronel Macedo-SP",0.03,0,"SP",0
"3712","Cotia-SP",0.03,0,"SP",0
"3713","Cruzália-SP",0.01,0,"SP",0
"3714","Cruzeiro-SP",0.03,0,"SP",0
"3715","Cubatão-SP",0.01,0,"SP",0
"3716","Cunha-SP",0.14,0,"SP",0
"3717","Dirce Reis-SP",0.01,0,"SP",0
"3718","Divinolândia-SP",0.02,0,"SP",0
"3719","Dolcinópolis-SP",0.01,0,"SP",0
"3720","Dracena-SP",0.05,0,"SP",0
"3721","Duartina-SP",0.03,0,"SP",0
"3722","Echaporã-SP",0.05,0,"SP",0
"3723","Eldorado-SP",0.17,0,"SP",0
"3724","Elias Fausto-SP",0.02,0,"SP",0
"3725","Elisiário-SP",0.01,0,"SP",0
"3726","Embaúba-SP",0.01,0,"SP",0
"3727","Embu-SP",0.01,0,"SP",0
"3728","Embu-Guaçu-SP",0.02,0,"SP",0
"3729","Emilianópolis-SP",0.02,0,"SP",0
"3730","Espírito Santo Do Turvo-SP",0.02,0,"SP",0
"3731","Estrela D'oeste-SP",0.03,0,"SP",0
"3732","Estrela Do Norte-SP",0.03,0,"SP",0
"3733","Euclides Da Cunha Paulista-SP",0.06,0,"SP",0
"3734","Fartura-SP",0.04,0,"SP",0
"3735","Fernandópolis-SP",0.06,0,"SP",0
"3736","Fernando Prestes-SP",0.02,0,"SP",0
"3737","Fernão-SP",0.01,0,"SP",0
"3738","Flora Rica-SP",0.02,0,"SP",0
"3739","Floreal-SP",0.02,0,"SP",0
"3740","Flórida Paulista-SP",0.05,0,"SP",0
"3741","Florínia-SP",0.02,0,"SP",0
"3742","Franco Da Rocha-SP",0.01,0,"SP",0
"3743","Gabriel Monteiro-SP",0.01,0,"SP",0
"3744","Gália-SP",0.04,0,"SP",0
"3745","Garça-SP",0.06,0,"SP",0
"3746","Gastão Vidigal-SP",0.02,0,"SP",0
"3747","General Salgado-SP",0.05,0,"SP",0
"3748","Getulina-SP",0.07,0,"SP",0
"3749","Glicério-SP",0.03,0,"SP",0
"3750","Guaiçara-SP",0.03,0,"SP",0
"3751","Guaimbê-SP",0.02,0,"SP",0
"3752","Guapiara-SP",0.04,0,"SP",0
"3753","Guaraçaí-SP",0.06,0,"SP",0
"3754","Guarani D'oeste-SP",0.01,0,"SP",0
"3755","Guarantã-SP",0.05,0,"SP",0
"3756","Guararapes-SP",0.1,0,"SP",0
"3757","Guararema-SP",0.03,0,"SP",0
